写真ファイル名,ambulance,bicycle,bus,cab,car,garbage truck,go-cart,go-carts,motorcycle,police car,truck
20240512_000000.jpg,0,0,0,4,4,0,0,0,0,0,0
20240512_000100.jpg,0,0,0,5,5,0,0,0,0,0,0
20240512_000200.jpg,0,0,0,3,6,0,0,0,0,0,0
20240512_000300.jpg,0,1,0,7,7,0,0,0,0,0,1
20240512_000400.jpg,0,0,0,8,5,0,0,0,0,0,0
20240512_000500.jpg,0,0,0,4,11,0,0,0,0,0,0
20240512_000600.jpg,0,0,0,8,6,0,0,0,0,0,0
20240512_000700.jpg,0,0,0,6,8,0,0,0,0,0,0
20240512_000800.jpg,0,0,0,3,3,0,0,0,0,0,0
20240512_000900.jpg,0,0,0,7,5,0,0,0,0,0,0
20240512_001000.jpg,0,0,0,5,6,0,0,0,1,0,0
20240512_001100.jpg,0,0,0,7,7,0,0,0,0,0,0
20240512_001200.jpg,0,0,0,5,4,0,0,0,0,0,0
20240512_001300.jpg,0,0,0,4,7,0,0,0,1,0,1
20240512_001400.jpg,0,0,0,0,5,0,0,0,0,0,0
20240512_001500.jpg,0,0,0,1,8,0,0,0,0,0,0
20240512_001600.jpg,0,0,0,1,4,0,0,0,0,0,0
20240512_001700.jpg,0,0,0,4,7,0,0,0,0,0,0
20240512_001800.jpg,0,0,0,3,5,0,0,0,0,0,0
20240512_001900.jpg,0,0,0,1,8,0,0,0,0,0,0
20240512_002000.jpg,0,0,0,5,3,0,0,0,0,0,0
20240512_002100.jpg,0,0,0,6,5,0,0,0,0,0,0
20240512_002200.jpg,0,0,0,3,4,0,0,0,0,0,0
20240512_002300.jpg,0,0,0,6,7,0,0,0,0,0,0
20240512_002400.jpg,0,0,0,5,6,0,0,0,0,0,0
20240512_002500.jpg,0,0,0,3,8,0,0,0,0,0,0
20240512_002600.jpg,0,0,0,7,5,0,0,0,0,0,0
20240512_002700.jpg,0,0,0,5,9,0,0,0,0,0,0
20240512_002800.jpg,0,0,0,4,3,0,0,0,0,0,0
20240512_002900.jpg,0,0,0,4,5,0,0,0,0,0,0
20240512_003000.jpg,0,0,0,5,1,0,0,0,0,0,0
20240512_003100.jpg,0,0,0,2,9,0,0,0,0,1,0
