                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 0.8137,                0.58761,                0.86088,                 0.7504,                0.74427,                0.76605,                  0.542,                0.76317,                 0.5846,                0.86125,             0.00042928,             0.00042928,             0.00042928
                     38,                 0.7969,                0.57829,                0.86109,                0.77201,                0.73641,                0.76472,                0.55001,                0.76764,                0.57566,                0.85934,             0.00042268,             0.00042268,             0.00042268
                     39,                0.79489,                 0.5779,                0.86143,                0.82633,                0.71807,                0.77759,                0.57646,                0.76279,                0.58421,                 0.8573,             0.00041607,             0.00041607,             0.00041607
                     40,                0.81119,                0.57368,                0.87105,                0.78037,                0.70922,                0.78322,                0.58644,                0.76642,                0.58085,                 0.8605,             0.00040947,             0.00040947,             0.00040947
                     41,                0.79863,                0.56973,                0.85547,                0.69657,                 0.7861,                0.77867,                0.58124,                0.75645,                0.57999,                 0.8569,             0.00040287,             0.00040287,             0.00040287
                     42,                0.80097,                0.57748,                 0.8642,                0.85746,                0.70485,                0.77833,                0.55082,                0.77434,                0.58477,                0.86552,             0.00039626,             0.00039626,             0.00039626
                     43,                0.78642,                0.55943,                0.86276,                  0.805,                0.73039,                 0.7751,                0.55969,                0.76734,                 0.5668,                0.85892,             0.00038966,             0.00038966,             0.00038966
                     44,                0.78066,                0.55713,                 0.8586,                 0.9009,                0.70426,                 0.7737,                0.56507,                0.76511,                0.56009,                0.86104,             0.00038306,             0.00038306,             0.00038306
                     45,                0.79551,                0.56155,                0.86181,                0.78256,                0.73305,                0.74835,                 0.5239,                0.77098,                0.57971,                0.86487,             0.00037645,             0.00037645,             0.00037645
                     46,                0.79231,                0.55796,                0.86524,                0.67474,                0.68291,                0.73865,                0.51611,                0.80178,                0.59774,                0.86908,             0.00036985,             0.00036985,             0.00036985
                     47,                0.79426,                0.56421,                0.85734,                0.81802,                0.66034,                0.75164,                0.54489,                 0.7809,                0.58613,                0.86657,             0.00036325,             0.00036325,             0.00036325
                     48,                0.79905,                0.55707,                0.86156,                0.59017,                0.76189,                0.76278,                0.54705,                 0.7702,                0.57541,                0.86545,             0.00035664,             0.00035664,             0.00035664
                     49,                0.77769,                0.53443,                0.85374,                0.71477,                0.78594,                0.76388,                0.54956,                0.78418,                0.60313,                0.86943,             0.00035004,             0.00035004,             0.00035004
                     50,                0.78708,                0.54783,                0.85974,                0.76468,                0.77933,                0.78118,                0.55876,                0.78796,                0.59898,                0.87107,             0.00034344,             0.00034344,             0.00034344
                     51,                0.77405,                0.54341,                0.86359,                0.81036,                0.70233,                 0.7878,                0.56423,                0.78335,                0.58009,                0.86656,             0.00033683,             0.00033683,             0.00033683
                     52,                0.77159,                0.53616,                0.85242,                0.64715,                0.71547,                  0.785,                0.58566,                0.76373,                0.60179,                0.85899,             0.00033023,             0.00033023,             0.00033023
                     53,                0.76614,                0.52821,                0.85061,                0.63056,                0.76504,                0.75435,                0.54848,                0.77807,                0.56927,                0.86437,             0.00032363,             0.00032363,             0.00032363
                     54,                0.75996,                0.52974,                0.85286,                0.84133,                0.69837,                0.77111,                0.56803,                0.76808,                 0.5775,                0.86086,             0.00031703,             0.00031703,             0.00031703
                     55,                0.76612,                0.52935,                0.85149,                0.81358,                 0.7354,                0.78155,                0.57202,                0.77041,                 0.5777,                0.86451,             0.00031042,             0.00031042,             0.00031042
                     56,                0.76223,                0.52306,                0.85255,                 0.7884,                0.76646,                0.78487,                0.58098,                 0.7477,                0.54753,                0.85689,             0.00030382,             0.00030382,             0.00030382
                     57,                0.76369,                0.52726,                0.85892,                0.56103,                0.83317,                0.77664,                0.58297,                0.75493,                0.55496,                0.85818,             0.00029722,             0.00029722,             0.00029722
                     58,                 0.7671,                0.52755,                 0.8519,                0.64795,                0.69611,                0.75825,                0.54843,                0.77261,                0.57239,                0.85963,             0.00029061,             0.00029061,             0.00029061
                     59,                0.75801,                0.52401,                0.84843,                0.52252,                0.81934,                0.75403,                0.54402,                0.77162,                0.57658,                0.86244,             0.00028401,             0.00028401,             0.00028401
                     60,                0.74338,                0.51717,                0.85321,                0.76379,                0.67484,                0.77406,                 0.5732,                0.76493,                0.59781,                0.85869,             0.00027741,             0.00027741,             0.00027741
                     61,                0.73628,                0.50072,                0.85248,                0.58607,                0.84801,                0.77703,                0.58094,                0.77124,                0.57359,                0.86098,              0.0002708,              0.0002708,              0.0002708
                     62,                0.73899,                0.50128,                0.84977,                0.53793,                0.84144,                0.76715,                0.55971,                 0.7637,                0.55876,                0.86272,              0.0002642,              0.0002642,              0.0002642
                     63,                0.74207,                0.49734,                0.84913,                 0.7022,                0.84133,                0.80747,                0.59458,                0.76805,                0.57245,                 0.8676,              0.0002576,              0.0002576,              0.0002576
                     64,                0.73879,                0.49345,                0.84596,                0.84931,                0.61679,                0.77749,                 0.5698,                 0.7737,                0.56909,                0.86442,             0.00025099,             0.00025099,             0.00025099
                     65,                0.73908,                0.51298,                0.84371,                 0.7371,                0.69043,                0.80473,                0.60761,                 0.7553,                0.56104,                0.85694,             0.00024439,             0.00024439,             0.00024439
                     66,                0.74195,                0.50024,                0.85249,                0.71317,                0.68653,                0.80752,                0.60084,                0.77089,                0.56532,                 0.8634,             0.00023779,             0.00023779,             0.00023779
                     67,                0.74403,                 0.4991,                0.85542,                0.74683,                0.67293,                0.80151,                0.60339,                0.75696,                0.56139,                0.85811,             0.00023118,             0.00023118,             0.00023118
                     68,                0.71646,                0.48712,                0.84623,                0.58704,                 0.8395,                0.80617,                0.58877,                0.75717,                0.55836,                0.85984,             0.00022458,             0.00022458,             0.00022458
                     69,                0.72689,                0.49875,                0.84675,                0.58116,                 0.8379,                0.78518,                0.56076,                0.76914,                0.57096,                0.86259,             0.00021798,             0.00021798,             0.00021798
                     70,                0.72592,                0.50165,                0.85207,                0.54878,                0.83646,                0.77899,                0.57091,                0.76346,                 0.5659,                 0.8634,             0.00021137,             0.00021137,             0.00021137
                     71,                0.73177,                0.49624,                0.84484,                 0.7065,                0.67164,                0.78254,                0.56289,                0.76161,                0.56096,                0.86399,             0.00020477,             0.00020477,             0.00020477
                     72,                0.72278,                0.48882,                0.84441,                0.57501,                0.82701,                0.77276,                0.56843,                 0.7566,                0.56465,                0.85659,             0.00019817,             0.00019817,             0.00019817
                     73,                0.71837,                0.48634,                0.84606,                0.77648,                0.78264,                0.78311,                0.57288,                0.75476,                 0.5622,                   0.86,             0.00019156,             0.00019156,             0.00019156
                     74,                0.71345,                0.48293,                0.84845,                0.63973,                0.79805,                0.77951,                0.56921,                0.75089,                0.56932,                0.85569,             0.00018496,             0.00018496,             0.00018496
                     75,                0.70363,                0.47006,                0.84951,                 0.5807,                0.82007,                0.78169,                0.58373,                0.75244,                 0.5752,                0.85722,             0.00017836,             0.00017836,             0.00017836
                     76,                0.70284,                0.47111,                0.84312,                0.60742,                 0.8326,                0.78016,                0.57037,                0.76094,                0.56931,                0.86356,             0.00017175,             0.00017175,             0.00017175
                     77,                 0.7222,                0.48709,                0.84169,                 0.6507,                0.81855,                 0.7767,                0.57337,                0.75767,                0.55564,                0.86371,             0.00016515,             0.00016515,             0.00016515
                     78,                0.70595,                0.47328,                0.84212,                0.69924,                0.65033,                0.77037,                0.56853,                0.75347,                0.57367,                0.85919,             0.00015855,             0.00015855,             0.00015855
                     79,                0.71022,                0.47321,                0.84134,                 0.8276,                0.63609,                0.77255,                0.57177,                0.75025,                0.56944,                0.85718,             0.00015194,             0.00015194,             0.00015194
                     80,                0.70478,                0.46857,                0.84423,                0.81944,                0.63916,                0.72552,                0.54138,                0.75348,                0.55515,                0.86131,             0.00014534,             0.00014534,             0.00014534
                     81,                 0.7005,                0.46865,                0.84393,                0.58816,                0.79212,                0.77151,                0.57973,                0.74378,                0.55447,                0.85762,             0.00013874,             0.00013874,             0.00013874
                     82,                0.70014,                0.47109,                0.83867,                0.64865,                0.80931,                0.78341,                0.58879,                0.74952,                0.54662,                0.85816,             0.00013213,             0.00013213,             0.00013213
                     83,                0.69431,                0.46774,                0.84636,                0.58965,                0.83135,                0.78036,                0.59052,                 0.7531,                0.53651,                0.86012,             0.00012553,             0.00012553,             0.00012553
                     84,                0.69642,                0.46198,                0.83957,                0.57228,                0.83436,                0.79279,                0.59543,                0.75473,                 0.5412,                0.85866,             0.00011893,             0.00011893,             0.00011893
                     85,                0.70224,                0.46859,                0.84364,                0.78829,                0.80056,                0.79461,                0.59031,                 0.7477,                0.54864,                0.85759,             0.00011232,             0.00011232,             0.00011232
                     86,                0.70289,                0.46822,                0.84269,                0.82438,                0.74502,                0.78746,                0.58609,                 0.7479,                0.54468,                0.86013,             0.00010572,             0.00010572,             0.00010572
                     87,                0.70011,                 0.4682,                0.84548,                0.81786,                0.75797,                 0.7903,                0.57273,                 0.7558,                0.54883,                0.86081,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     88,                0.66981,                0.44578,                0.83769,                0.64971,                0.81025,                0.79169,                0.58003,                0.74829,                0.54051,                  0.859,             9.2513e-05,             9.2513e-05,             9.2513e-05
                     89,                0.68262,                0.45328,                0.83708,                0.63428,                0.81634,                0.78719,                0.57734,                0.75684,                0.53825,                0.86374,              8.591e-05,              8.591e-05,              8.591e-05
                     90,                0.68265,                0.45776,                0.83951,                0.60602,                0.82519,                0.77328,                0.56962,                0.75245,                0.54155,                0.86172,             7.9306e-05,             7.9306e-05,             7.9306e-05
                     91,                0.69916,                0.48666,                0.84412,                0.50545,                0.81829,                0.74949,                0.55579,                 0.7674,                0.57011,                0.86325,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     92,                0.68502,                 0.4453,                0.84185,                0.53146,                0.81763,                0.74423,                0.55764,                0.77475,                0.57998,                 0.8655,               6.61e-05,               6.61e-05,               6.61e-05
                     93,                0.68175,                0.44771,                0.83797,                0.53763,                0.81592,                0.76285,                0.56806,                0.78638,                0.57495,                0.86845,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     94,                0.65904,                0.43659,                 0.8423,                0.58335,                0.76582,                0.76249,                 0.5653,                0.77841,                0.56918,                 0.8667,             5.2893e-05,             5.2893e-05,             5.2893e-05
                     95,                0.65356,                  0.432,                0.83188,                0.58928,                0.76546,                0.75084,                0.56002,                0.77111,                0.57108,                0.86395,              4.629e-05,              4.629e-05,              4.629e-05
                     96,                0.65816,                0.43239,                0.83489,                 0.6121,                0.78982,                0.76735,                0.56464,                 0.7718,                0.57055,                0.86421,             3.9687e-05,             3.9687e-05,             3.9687e-05
                     97,                0.64524,                0.42919,                0.82702,                0.59251,                0.79113,                0.77284,                0.56575,                 0.7743,                0.56943,                0.86415,             3.3083e-05,             3.3083e-05,             3.3083e-05
                     98,                 0.6357,                0.41822,                0.82919,                0.59364,                0.79779,                0.77436,                0.56902,                 0.7698,                0.56772,                0.86284,              2.648e-05,              2.648e-05,              2.648e-05
                     99,                0.62517,                0.41268,                0.83782,                0.59624,                0.80213,                0.77539,                0.57132,                0.76651,                0.56762,                0.86287,             1.9877e-05,             1.9877e-05,             1.9877e-05
                    100,                0.63882,                0.42342,                0.83354,                0.59408,                0.79368,                0.77375,                0.56931,                0.76477,                0.56475,                0.86239,             1.3273e-05,             1.3273e-05,             1.3273e-05
