                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.0743,                 1.2397,                0.92379,                0.83141,                0.32982,                0.34304,                0.22371,                  0.904,                   1.06,                0.89994,             0.00059436,             0.00059436,             0.00059436
                     13,                 1.0719,                 1.2449,                0.92232,                0.78146,                0.41096,                0.36767,                0.25666,                0.92531,                0.97536,                0.90735,             0.00058776,             0.00058776,             0.00058776
                     14,                 1.0739,                 1.2163,                0.92742,                0.84185,                0.34568,                0.39632,                 0.2715,                 0.9191,                0.96727,                0.90444,             0.00058116,             0.00058116,             0.00058116
                     15,                  1.029,                  1.146,                0.91871,                0.75883,                0.39241,                0.39773,                0.27188,                0.89783,                0.93201,                0.90152,             0.00057455,             0.00057455,             0.00057455
                     16,                 1.0496,                  1.131,                0.92649,                0.68985,                  0.394,                0.44314,                0.30856,                0.89322,                0.89615,                0.89614,             0.00056795,             0.00056795,             0.00056795
                     17,                 1.0075,                 1.1009,                0.91517,                0.87004,                 0.3894,                 0.4601,                0.32399,                0.85507,                0.88981,                 0.8877,             0.00056135,             0.00056135,             0.00056135
                     18,                 1.0092,                 1.0811,                0.91656,                0.73331,                0.39893,                0.45721,                0.32616,                0.90367,                0.91293,                0.89863,             0.00055474,             0.00055474,             0.00055474
                     19,                 1.0092,                 1.0868,                0.90735,                 0.6444,                0.49362,                0.49417,                0.36482,                0.85302,                0.84641,                0.88954,             0.00054814,             0.00054814,             0.00054814
                     20,                0.99373,                 1.0508,                0.90788,                0.66764,                0.49114,                0.52528,                0.37098,                0.84852,                0.84704,                0.88928,             0.00054154,             0.00054154,             0.00054154
                     21,                0.99062,                 1.0207,                0.90225,                0.69385,                0.52566,                0.55442,                0.40253,                0.87696,                0.86185,                0.89637,             0.00053493,             0.00053493,             0.00053493
                     22,                0.99486,                0.99196,                0.91098,                0.65935,                0.47647,                0.59677,                 0.4136,                0.89543,                 0.8278,                0.90189,             0.00052833,             0.00052833,             0.00052833
                     23,                 0.9646,                0.96342,                0.90165,                0.74218,                0.49004,                0.58782,                0.41043,                0.86561,                0.79282,                0.89189,             0.00052173,             0.00052173,             0.00052173
                     24,                0.97664,                0.97323,                0.90349,                0.70578,                0.58927,                0.55244,                0.39416,                0.88915,                0.78643,                 0.8963,             0.00051512,             0.00051512,             0.00051512
                     25,                0.96569,                0.94965,                0.90265,                0.76853,                 0.5341,                0.56607,                0.38857,                0.89175,                0.77383,                0.89501,             0.00050852,             0.00050852,             0.00050852
                     26,                 0.9578,                0.95425,                0.89912,                0.80898,                0.49944,                 0.5709,                0.41324,                0.87719,                0.78187,                0.89037,             0.00050192,             0.00050192,             0.00050192
                     27,                0.95767,                0.93976,                0.90298,                 0.7893,                0.51487,                0.55828,                0.39729,                 0.8624,                0.77753,                0.89008,             0.00049531,             0.00049531,             0.00049531
                     28,                0.93713,                0.88836,                0.89835,                0.76472,                0.50397,                0.59192,                0.41392,                0.85625,                0.77511,                0.88643,             0.00048871,             0.00048871,             0.00048871
                     29,                0.92783,                 0.9126,                0.89704,                0.75584,                0.55357,                0.57207,                0.40191,                0.84136,                0.80699,                0.88669,             0.00048211,             0.00048211,             0.00048211
                     30,                0.97335,                0.89054,                0.89875,                0.80796,                0.54963,                0.58256,                0.40817,                0.87746,                0.76036,                0.89251,              0.0004755,              0.0004755,              0.0004755
                     31,                0.97661,                0.89824,                0.89922,                0.79875,                 0.5388,                0.59283,                0.43122,                0.88576,                  0.741,                0.89134,              0.0004689,              0.0004689,              0.0004689
                     32,                0.93161,                0.87857,                0.89678,                0.82397,                 0.5434,                0.59729,                0.43354,                0.84036,                0.74102,                0.88403,              0.0004623,              0.0004623,              0.0004623
                     33,                0.93325,                0.84886,                0.90035,                0.77028,                0.60974,                0.60829,                0.44068,                0.83448,                0.73304,                0.87981,             0.00045569,             0.00045569,             0.00045569
                     34,                 0.9448,                0.85026,                0.88536,                0.75761,                0.56265,                0.62507,                0.43218,                 0.8498,                0.75838,                0.88749,             0.00044909,             0.00044909,             0.00044909
                     35,                0.93048,                0.84044,                0.88849,                0.85004,                0.52641,                0.62664,                0.44084,                0.85363,                0.74032,                0.89148,             0.00044249,             0.00044249,             0.00044249
                     36,                0.91691,                0.84283,                0.88267,                0.80587,                0.53546,                0.58145,                 0.4178,                0.84493,                0.84327,                0.89075,             0.00043588,             0.00043588,             0.00043588
                     37,                0.91229,                0.83545,                0.88693,                0.77203,                0.54516,                0.63596,                 0.4595,                0.88551,                 0.7522,                0.89824,             0.00042928,             0.00042928,             0.00042928
                     38,                0.90575,                0.80071,                0.88733,                0.84384,                0.51232,                0.60244,                0.43449,                0.85132,                0.78587,                0.88644,             0.00042268,             0.00042268,             0.00042268
                     39,                0.89633,                0.82047,                0.88375,                0.80552,                0.58485,                0.64715,                0.47402,                0.83694,                0.76678,                0.88898,             0.00041607,             0.00041607,             0.00041607
                     40,                0.90624,                0.82192,                0.89201,                0.80084,                0.58708,                0.67554,                0.47598,                0.85334,                0.75749,                0.88363,             0.00040947,             0.00040947,             0.00040947
                     41,                0.91249,                0.78515,                0.88319,                0.75661,                0.59692,                 0.6411,                0.45533,                0.82844,                0.74399,                 0.8847,             0.00040287,             0.00040287,             0.00040287
                     42,                0.90987,                0.78824,                0.88963,                0.72327,                0.58978,                0.60272,                0.41889,                0.88966,                0.72096,                0.89671,             0.00039626,             0.00039626,             0.00039626
                     43,                0.89572,                0.76485,                0.88375,                0.70319,                0.57834,                0.63378,                0.43895,                0.91618,                0.72705,                0.90016,             0.00038966,             0.00038966,             0.00038966
                     44,                 0.9079,                0.76118,                0.87857,                0.78674,                0.56495,                0.60921,                0.42863,                  0.844,                0.75617,                0.88877,             0.00038306,             0.00038306,             0.00038306
                     45,                0.91491,                0.76314,                0.88845,                 0.8268,                0.55674,                 0.6474,                0.46076,                0.85264,                0.73451,                0.89111,             0.00037645,             0.00037645,             0.00037645
                     46,                0.88434,                0.77894,                0.88716,                0.87487,                0.52089,                0.65801,                0.46949,                0.82964,                 0.6992,                0.88256,             0.00036985,             0.00036985,             0.00036985
                     47,                 0.8938,                 0.7501,                0.87811,                0.80465,                0.58905,                0.74653,                0.51064,                0.85613,                 0.7287,                0.88495,             0.00036325,             0.00036325,             0.00036325
                     48,                0.88231,                0.75015,                0.87281,                0.81119,                0.55741,                0.66058,                0.46874,                0.86776,                0.72953,                0.89196,             0.00035664,             0.00035664,             0.00035664
                     49,                0.88186,                0.73619,                0.87892,                0.85195,                0.56685,                0.66988,                0.48009,                0.83604,                0.70806,                0.88816,             0.00035004,             0.00035004,             0.00035004
                     50,                 0.8971,                0.74988,                0.88471,                0.72658,                0.58686,                0.70233,                0.51504,                0.85663,                0.72013,                0.89543,             0.00034344,             0.00034344,             0.00034344
                     51,                0.88436,                0.72953,                0.88452,                0.75421,                0.57626,                0.66544,                0.48779,                0.82376,                0.72229,                0.88668,             0.00033683,             0.00033683,             0.00033683
                     52,                0.86646,                0.72424,                0.87248,                0.81724,                0.58266,                0.74315,                0.55183,                 0.8355,                0.70178,                0.88542,             0.00033023,             0.00033023,             0.00033023
                     53,                0.86255,                0.72492,                0.87702,                0.76216,                 0.5814,                0.73211,                0.54986,                0.83186,                 0.6931,                 0.8851,             0.00032363,             0.00032363,             0.00032363
                     54,                0.86452,                0.71242,                0.87974,                0.72857,                0.57241,                0.69155,                0.52308,                0.81841,                0.67464,                0.88236,             0.00031703,             0.00031703,             0.00031703
                     55,                 0.8734,                0.70622,                0.87069,                0.73552,                0.58714,                0.69647,                0.52438,                0.82329,                 0.6857,                  0.878,             0.00031042,             0.00031042,             0.00031042
                     56,                0.83947,                 0.6893,                0.86846,                 0.8133,                0.57473,                0.67194,                0.50763,                0.81701,                 0.6887,                0.87893,             0.00030382,             0.00030382,             0.00030382
                     57,                0.86717,                0.69483,                0.87365,                0.83802,                 0.5679,                0.72568,                0.54855,                0.82464,                0.69996,                 0.8845,             0.00029722,             0.00029722,             0.00029722
                     58,                0.86716,                0.70549,                0.87436,                0.71772,                 0.5737,                0.74574,                0.54778,                0.82286,                0.72188,                0.87919,             0.00029061,             0.00029061,             0.00029061
                     59,                0.84874,                0.69705,                0.87499,                0.73809,                0.57201,                0.66658,                0.49283,                0.82865,                 0.7237,                0.87996,             0.00028401,             0.00028401,             0.00028401
                     60,                 0.8298,                0.69076,                0.86433,                0.74305,                 0.6151,                0.75035,                 0.5655,                0.84783,                0.69519,                0.88749,             0.00027741,             0.00027741,             0.00027741
                     61,                 0.8343,                0.66559,                0.87467,                0.64476,                0.66436,                0.72853,                0.53849,                0.81844,                 0.6849,                0.87992,              0.0002708,              0.0002708,              0.0002708
                     62,                  0.836,                0.66757,                0.87079,                0.84034,                0.58577,                0.72933,                 0.5434,                0.82602,                0.68977,                0.87973,              0.0002642,              0.0002642,              0.0002642
                     63,                0.82292,                0.67411,                0.86772,                0.80482,                0.60486,                0.73468,                0.52728,                0.86205,                0.71151,                0.89084,              0.0002576,              0.0002576,              0.0002576
                     64,                0.81504,                0.66098,                0.86534,                0.82285,                  0.589,                0.75479,                0.53219,                0.87287,                0.70399,                0.88696,             0.00025099,             0.00025099,             0.00025099
                     65,                0.84623,                0.67298,                0.86609,                0.81753,                0.58035,                0.74917,                 0.5429,                0.83106,                0.66495,                0.88566,             0.00024439,             0.00024439,             0.00024439
                     66,                0.84412,                0.66984,                 0.8727,                0.80563,                0.59698,                0.77822,                 0.5742,                 0.8145,                0.65509,                0.88118,             0.00023779,             0.00023779,             0.00023779
                     67,                0.83544,                0.64893,                0.87273,                0.83512,                0.57985,                0.72942,                0.53014,                0.83029,                0.68844,                0.88426,             0.00023118,             0.00023118,             0.00023118
                     68,                0.80854,                0.62353,                0.86574,                0.85289,                0.52909,                0.75306,                0.55631,                0.82284,                0.67782,                0.88161,             0.00022458,             0.00022458,             0.00022458
                     69,                0.81277,                0.62898,                0.86614,                  0.765,                 0.6122,                0.74096,                0.54905,                0.85676,                0.68459,                 0.8866,             0.00021798,             0.00021798,             0.00021798
                     70,                 0.8284,                0.65617,                0.87167,                0.87153,                0.52277,                0.73186,                0.54258,                0.82333,                0.69131,                0.88465,             0.00021137,             0.00021137,             0.00021137
                     71,                0.82231,                 0.6387,                0.86549,                0.83873,                0.54597,                 0.7295,                0.54436,                0.81653,                0.70034,                0.88285,             0.00020477,             0.00020477,             0.00020477
                     72,                0.81855,                0.63391,                0.86002,                0.80222,                  0.591,                0.73654,                0.54871,                0.82538,                0.69597,                0.88079,             0.00019817,             0.00019817,             0.00019817
                     73,                0.80808,                0.63878,                0.86282,                0.78146,                0.58857,                0.74081,                0.55616,                0.81643,                0.67961,                0.88024,             0.00019156,             0.00019156,             0.00019156
                     74,                0.80695,                0.63068,                0.86605,                0.71058,                0.63654,                 0.7649,                0.56157,                0.82692,                0.67274,                0.88458,             0.00018496,             0.00018496,             0.00018496
                     75,                0.79009,                0.61455,                0.86476,                0.74465,                0.64216,                0.76293,                0.57394,                0.82825,                0.65965,                0.88678,             0.00017836,             0.00017836,             0.00017836
                     76,                  0.803,                0.61749,                 0.8645,                0.74145,                0.63198,                 0.7664,                0.57611,                0.83336,                0.66952,                0.88201,             0.00017175,             0.00017175,             0.00017175
                     77,                0.82223,                0.62716,                0.85778,                0.75736,                0.64711,                0.77035,                0.57223,                0.81517,                0.66731,                0.87894,             0.00016515,             0.00016515,             0.00016515
                     78,                0.79162,                0.60352,                0.85927,                 0.6854,                0.65977,                0.75735,                0.57429,                0.81338,                 0.6619,                0.88154,             0.00015855,             0.00015855,             0.00015855
                     79,                0.81462,                0.60639,                0.86237,                0.72467,                0.64838,                 0.7634,                0.58615,                0.81295,                0.65984,                0.88178,             0.00015194,             0.00015194,             0.00015194
                     80,                0.78833,                0.59833,                0.86388,                0.72426,                0.64351,                0.76175,                0.57922,                0.80932,                 0.6587,                0.88086,             0.00014534,             0.00014534,             0.00014534
                     81,                0.79305,                0.60766,                0.85967,                0.62292,                0.70413,                 0.7544,                0.56378,                0.81453,                0.68904,                0.88066,             0.00013874,             0.00013874,             0.00013874
                     82,                0.79894,                0.60444,                0.85969,                0.67938,                0.65346,                 0.6798,                0.50661,                0.82028,                0.69461,                0.88394,             0.00013213,             0.00013213,             0.00013213
                     83,                0.77648,                0.59438,                0.86014,                0.61859,                0.70141,                0.74974,                 0.5727,                0.81447,                0.66243,                 0.8828,             0.00012553,             0.00012553,             0.00012553
                     84,                0.77749,                0.58506,                0.85742,                0.60312,                0.69781,                0.75015,                0.56912,                0.82268,                0.67874,                0.88503,             0.00011893,             0.00011893,             0.00011893
                     85,                0.79846,                0.59651,                0.86185,                0.59072,                0.69156,                0.75537,                0.56629,                0.82558,                0.68046,                0.88548,             0.00011232,             0.00011232,             0.00011232
                     86,                0.80219,                0.60941,                0.85818,                0.61288,                0.71171,                0.76663,                0.57072,                0.82941,                0.69921,                0.88547,             0.00010572,             0.00010572,             0.00010572
                     87,                0.76987,                0.58909,                0.85628,                0.73317,                0.61177,                0.74994,                0.55088,                0.81531,                0.67061,                0.88305,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     88,                0.75935,                0.57627,                0.85611,                0.73818,                0.65518,                0.76692,                0.56835,                0.81463,                0.66882,                0.88151,             9.2513e-05,             9.2513e-05,             9.2513e-05
                     89,                0.78423,                0.57967,                0.85439,                0.72877,                 0.6466,                0.75742,                0.56635,                0.81974,                0.67459,                 0.8819,              8.591e-05,              8.591e-05,              8.591e-05
                     90,                0.78309,                0.58719,                0.85631,                0.72451,                0.63301,                0.75458,                0.56959,                0.80739,                 0.6738,                0.88008,             7.9306e-05,             7.9306e-05,             7.9306e-05
                     91,                0.78554,                0.61995,                0.86202,                0.83248,                0.54582,                0.73742,                0.55908,                0.83555,                  0.696,                0.88488,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     92,                0.74791,                0.59534,                 0.8578,                0.79469,                0.56652,                0.72866,                0.53567,                 0.8313,                0.69509,                0.88384,               6.61e-05,               6.61e-05,               6.61e-05
                     93,                0.75032,                0.58898,                0.85371,                0.81409,                0.58349,                0.72503,                0.53127,                0.83572,                0.68228,                0.88197,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     94,                0.72048,                0.56924,                0.84881,                  0.618,                0.76123,                0.73862,                0.53161,                0.81761,                0.67981,                0.88143,             5.2893e-05,             5.2893e-05,             5.2893e-05
                     95,                0.72144,                0.55451,                0.84673,                0.61847,                0.75668,                0.73969,                0.54044,                0.81865,                0.68374,                0.88239,              4.629e-05,              4.629e-05,              4.629e-05
                     96,                0.73306,                 0.5601,                0.85538,                0.62436,                0.76433,                0.73498,                0.54187,                0.81489,                0.68646,                0.88161,             3.9687e-05,             3.9687e-05,             3.9687e-05
                     97,                0.73113,                0.56259,                0.84854,                0.61584,                 0.7636,                0.75077,                0.55617,                0.81475,                0.68402,                0.88091,             3.3083e-05,             3.3083e-05,             3.3083e-05
                     98,                0.71115,                0.54796,                0.84509,                0.63282,                0.77099,                0.75363,                0.55958,                 0.8124,                0.67864,                0.88082,              2.648e-05,              2.648e-05,              2.648e-05
                     99,                 0.7235,                0.54004,                0.85025,                0.64826,                0.76721,                0.74739,                0.54371,                0.81122,                0.67732,                0.88152,             1.9877e-05,             1.9877e-05,             1.9877e-05
                    100,                0.71085,                0.54296,                0.85277,                0.64423,                0.75652,                0.74821,                 0.5444,                0.81294,                 0.6793,                0.88204,             1.3273e-05,             1.3273e-05,             1.3273e-05
