                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.93647,                0.90133,                0.90728,                0.67942,                0.57341,                0.58418,                0.40681,                0.84459,                0.81005,                0.88207,             0.00045569,             0.00045569,             0.00045569
                     34,                 0.9469,                0.88542,                0.88854,                0.70234,                0.53126,                0.59188,                0.39483,                0.87449,                0.86202,                0.88607,             0.00044909,             0.00044909,             0.00044909
                     35,                0.93093,                0.85788,                0.89221,                0.61915,                0.59333,                0.58311,                 0.4247,                0.85868,                0.84369,                0.88236,             0.00044249,             0.00044249,             0.00044249
                     36,                0.92355,                0.87119,                0.89056,                 0.8365,                0.44581,                0.58774,                0.42839,                0.84369,                0.80665,                0.88106,             0.00043588,             0.00043588,             0.00043588
                     37,                0.92584,                0.87075,                0.88922,                0.57977,                 0.6311,                0.62564,                0.43063,                 0.8538,                0.86253,                0.88226,             0.00042928,             0.00042928,             0.00042928
                     38,                0.91211,                0.84988,                0.89395,                0.62443,                 0.5896,                0.64985,                0.44576,                0.84569,                0.79619,                0.88387,             0.00042268,             0.00042268,             0.00042268
                     39,                0.89064,                0.83365,                0.88364,                0.81811,                0.47925,                0.64318,                0.42604,                0.83217,                0.83962,                0.88354,             0.00041607,             0.00041607,             0.00041607
                     40,                0.90908,                0.83462,                0.89457,                0.66584,                 0.6091,                0.57788,                0.41146,                0.82914,                0.81056,                   0.88,             0.00040947,             0.00040947,             0.00040947
                     41,                0.90741,                0.80899,                0.88169,                0.65134,                0.57013,                0.57105,                0.40901,                0.82474,                0.76946,                0.87929,             0.00040287,             0.00040287,             0.00040287
                     42,                0.91142,                0.81554,                0.88749,                0.64692,                0.55693,                0.58092,                0.41818,                0.84149,                0.77238,                0.88963,             0.00039626,             0.00039626,             0.00039626
                     43,                0.87756,                0.77362,                0.88377,                0.70417,                0.57687,                0.61402,                0.43706,                 0.8062,                0.76627,                0.87652,             0.00038966,             0.00038966,             0.00038966
                     44,                0.88547,                0.77782,                0.87928,                0.71405,                 0.5673,                0.63372,                0.45546,                0.80521,                0.74145,                0.87659,             0.00038306,             0.00038306,             0.00038306
                     45,                0.89069,                0.77408,                0.88762,                  0.733,                0.54867,                0.60542,                0.44424,                0.81174,                0.75524,                0.87638,             0.00037645,             0.00037645,             0.00037645
                     46,                0.89385,                0.78797,                0.88482,                0.73528,                0.56865,                0.63129,                0.45692,                0.82142,                0.74898,                 0.8787,             0.00036985,             0.00036985,             0.00036985
                     47,                0.89351,                0.76872,                0.88304,                0.69625,                0.59782,                0.63497,                0.44501,                0.81486,                 0.7266,                0.87699,             0.00036325,             0.00036325,             0.00036325
                     48,                0.88891,                0.77087,                0.87521,                0.68511,                0.60973,                0.67971,                0.48014,                0.85589,                0.74312,                0.88781,             0.00035664,             0.00035664,             0.00035664
                     49,                 0.8791,                0.75293,                0.87963,                0.78104,                0.52119,                0.65962,                0.45876,                0.82179,                0.74655,                0.88583,             0.00035004,             0.00035004,             0.00035004
                     50,                0.89253,                0.74293,                0.88234,                0.71156,                0.59713,                0.65538,                0.45795,                0.82511,                0.72517,                0.88133,             0.00034344,             0.00034344,             0.00034344
                     51,                0.88242,                0.73469,                0.88461,                0.72323,                0.57274,                0.66513,                0.45506,                0.84031,                0.74521,                0.88436,             0.00033683,             0.00033683,             0.00033683
                     52,                0.87483,                0.73011,                0.87958,                0.68927,                0.59108,                0.64804,                0.45587,                0.82849,                0.74308,                0.88311,             0.00033023,             0.00033023,             0.00033023
                     53,                0.84876,                 0.7238,                0.87129,                0.77129,                0.58616,                0.67977,                0.48094,                 0.8212,                0.72046,                 0.8804,             0.00032363,             0.00032363,             0.00032363
                     54,                0.85725,                0.72396,                0.87989,                0.70468,                0.63486,                0.68536,                0.48223,                0.81615,                0.77312,                0.87661,             0.00031703,             0.00031703,             0.00031703
                     55,                0.87429,                0.73979,                 0.8767,                0.65904,                0.66824,                 0.7385,                0.49727,                0.83578,                0.74428,                0.87822,             0.00031042,             0.00031042,             0.00031042
                     56,                0.85323,                0.70017,                0.87229,                0.62507,                0.70163,                0.70604,                0.49501,                0.83258,                0.75598,                0.88304,             0.00030382,             0.00030382,             0.00030382
                     57,                0.86049,                 0.7067,                0.87566,                0.66238,                 0.6722,                0.71763,                0.47507,                0.81709,                0.72316,                0.88032,             0.00029722,             0.00029722,             0.00029722
                     58,                0.86896,                0.71265,                0.87279,                0.72697,                0.67376,                0.72356,                0.48665,                  0.817,                0.74275,                0.87846,             0.00029061,             0.00029061,             0.00029061
                     59,                0.84946,                 0.6942,                0.86946,                0.60999,                0.71752,                0.72362,                0.50652,                0.82712,                0.73175,                0.88024,             0.00028401,             0.00028401,             0.00028401
                     60,                 0.8445,                0.69243,                0.87322,                0.75187,                0.60875,                0.75351,                 0.5274,                0.80281,                0.71947,                0.87808,             0.00027741,             0.00027741,             0.00027741
                     61,                0.82951,                0.65715,                0.87084,                0.74277,                0.64441,                 0.7485,                0.52917,                0.79866,                0.72442,                0.87225,              0.0002708,              0.0002708,              0.0002708
                     62,                0.82574,                0.67354,                0.86979,                0.73957,                0.63645,                 0.7111,                0.50641,                0.81455,                 0.7118,                 0.8758,              0.0002642,              0.0002642,              0.0002642
                     63,                0.82309,                0.66355,                0.86306,                0.72437,                0.61664,                0.70578,                0.48131,                0.82728,                0.71001,                0.87665,              0.0002576,              0.0002576,              0.0002576
                     64,                0.82231,                0.66219,                0.86635,                0.70953,                0.67948,                0.76422,                0.51503,                 0.8222,                  0.711,                0.87604,             0.00025099,             0.00025099,             0.00025099
                     65,                0.84783,                0.68356,                0.86885,                0.57083,                0.77208,                0.71518,                0.49444,                0.82021,                 0.7204,                0.87581,             0.00024439,             0.00024439,             0.00024439
                     66,                 0.8401,                0.66501,                0.87766,                0.56189,                0.73509,                0.71598,                0.49167,                0.81234,                0.71856,                0.87535,             0.00023779,             0.00023779,             0.00023779
                     67,                0.83214,                0.65757,                0.87853,                0.78137,                0.58504,                0.68176,                0.48501,                0.80206,                0.69766,                0.87613,             0.00023118,             0.00023118,             0.00023118
                     68,                0.81321,                0.64478,                0.87141,                0.64227,                0.65123,                0.69024,                0.49334,                0.81318,                0.71193,                0.87982,             0.00022458,             0.00022458,             0.00022458
                     69,                0.79885,                0.65067,                0.86161,                0.67474,                0.64514,                 0.7049,                0.50325,                0.80677,                0.70461,                0.87873,             0.00021798,             0.00021798,             0.00021798
                     70,                0.80387,                0.63866,                0.86502,                0.64399,                0.69478,                0.71029,                0.50818,                0.82392,                0.69309,                0.87949,             0.00021137,             0.00021137,             0.00021137
                     71,                0.82537,                 0.6354,                0.86687,                0.71963,                0.66452,                0.72055,                0.51409,                0.80366,                0.69338,                 0.8768,             0.00020477,             0.00020477,             0.00020477
                     72,                 0.8256,                0.64876,                0.86875,                0.67124,                0.68211,                0.70504,                0.49915,                0.81387,                0.70519,                0.88146,             0.00019817,             0.00019817,             0.00019817
                     73,                0.81054,                0.63722,                0.86534,                0.68855,                0.64592,                0.70502,                0.50038,                0.80976,                0.69966,                 0.8767,             0.00019156,             0.00019156,             0.00019156
                     74,                0.78316,                0.61827,                0.85563,                0.66555,                0.64932,                0.72233,                0.50914,                0.80341,                 0.7109,                0.87568,             0.00018496,             0.00018496,             0.00018496
                     75,                0.79349,                0.62522,                0.86522,                0.69911,                0.67098,                0.71494,                0.50981,                0.79841,                0.70425,                0.87538,             0.00017836,             0.00017836,             0.00017836
                     76,                 0.7999,                0.61869,                0.86401,                0.70259,                0.65927,                0.71209,                0.50347,                0.81113,                0.69795,                0.87739,             0.00017175,             0.00017175,             0.00017175
                     77,                0.80929,                0.62451,                 0.8559,                 0.7183,                 0.6294,                 0.7109,                0.49215,                0.80056,                0.69618,                0.87493,             0.00016515,             0.00016515,             0.00016515
                     78,                0.80414,                0.61543,                0.86392,                0.69171,                0.67558,                0.70825,                0.49807,                0.81016,                0.69305,                0.87784,             0.00015855,             0.00015855,             0.00015855
                     79,                0.78969,                0.61121,                0.85838,                0.68679,                0.68225,                0.70894,                0.50343,                0.80736,                0.69824,                 0.8763,             0.00015194,             0.00015194,             0.00015194
                     80,                 0.7846,                0.59929,                0.85664,                0.73563,                0.66288,                0.71963,                0.49259,                0.80041,                0.70287,                0.87612,             0.00014534,             0.00014534,             0.00014534
                     81,                0.77343,                0.59582,                0.85651,                0.68988,                0.71886,                0.69761,                0.49745,                0.81099,                 0.7006,                0.87764,             0.00013874,             0.00013874,             0.00013874
                     82,                0.78797,                0.60853,                0.86274,                0.62395,                0.78364,                0.72215,                0.49661,                0.79415,                0.69036,                0.87387,             0.00013213,             0.00013213,             0.00013213
                     83,                0.78342,                0.59813,                0.86286,                0.72769,                 0.6456,                0.71305,                0.49443,                0.80325,                 0.6876,                0.87648,             0.00012553,             0.00012553,             0.00012553
                     84,                0.77973,                0.59871,                0.85613,                0.69934,                0.67232,                0.71048,                0.50175,                0.81935,                0.69557,                0.87824,             0.00011893,             0.00011893,             0.00011893
                     85,                0.77238,                0.58958,                0.86218,                0.70594,                0.65739,                0.71134,                0.49832,                0.80585,                0.69436,                0.87936,             0.00011232,             0.00011232,             0.00011232
                     86,                0.78851,                0.59823,                0.86133,                0.76408,                0.58767,                0.70423,                0.49529,                0.81667,                0.70045,                0.87962,             0.00010572,             0.00010572,             0.00010572
                     87,                0.77389,                0.58972,                0.86079,                 0.5958,                0.75184,                0.71338,                0.49703,                  0.806,                0.69874,                 0.8781,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     88,                0.75172,                0.57094,                0.85912,                0.60401,                0.77837,                0.72426,                0.50429,                0.80447,                0.69819,                0.87763,             9.2513e-05,             9.2513e-05,             9.2513e-05
                     89,                0.75631,                0.57082,                0.84913,                 0.6229,                0.74458,                0.72379,                0.50631,                0.81038,                0.69674,                0.87705,              8.591e-05,              8.591e-05,              8.591e-05
                     90,                0.76801,                0.56841,                0.85331,                0.61788,                0.74393,                0.70932,                0.50663,                0.79925,                0.68805,                0.87516,             7.9306e-05,             7.9306e-05,             7.9306e-05
                     91,                0.79457,                0.65546,                0.86515,                  0.713,                0.63986,                0.69831,                0.49038,                0.82171,                0.69901,                0.87916,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     92,                0.75886,                 0.5929,                0.85866,                0.73605,                0.64922,                0.71029,                0.50243,                0.82762,                0.70656,                0.88117,               6.61e-05,               6.61e-05,               6.61e-05
                     93,                0.75082,                0.59234,                0.85504,                0.75643,                0.62031,                0.71383,                0.50751,                0.82362,                0.71232,                0.88087,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     94,                0.73216,                0.57208,                0.85672,                0.73716,                0.63442,                0.71222,                0.50311,                0.82606,                0.71111,                0.88027,             5.2893e-05,             5.2893e-05,             5.2893e-05
                     95,                0.72563,                0.56938,                0.84382,                 0.7195,                0.63837,                0.70912,                0.50454,                0.81894,                0.70639,                0.87863,              4.629e-05,              4.629e-05,              4.629e-05
                     96,                0.73323,                 0.5604,                0.85253,                0.68739,                0.68069,                0.69656,                 0.4889,                0.81956,                0.70683,                0.88008,             3.9687e-05,             3.9687e-05,             3.9687e-05
                     97,                0.72085,                0.55654,                0.85141,                0.69821,                0.67283,                0.71255,                 0.4999,                0.82244,                0.70093,                0.88111,             3.3083e-05,             3.3083e-05,             3.3083e-05
                     98,                0.71225,                0.55302,                  0.845,                0.70336,                0.66145,                0.71293,                0.50166,                0.81987,                0.69478,                0.88019,              2.648e-05,              2.648e-05,              2.648e-05
                     99,                0.70683,                0.54384,                0.85268,                0.70855,                0.66308,                0.71522,                0.50295,                0.81939,                0.69318,                0.87959,             1.9877e-05,             1.9877e-05,             1.9877e-05
                    100,                0.71971,                 0.5538,                 0.8545,                0.72245,                0.65291,                0.71742,                0.50359,                0.81727,                0.69362,                0.87911,             1.3273e-05,             1.3273e-05,             1.3273e-05
